ISIN;Ticker;Secteur;Activité;Website;Nom;Cours;VANTPA;Cours/VANTPA;Cours/VANNPA;Solvabilité;Rendement dividende %
FR0004044600;ALPRI.PA;Communication Services;Advertising Agencies;https://www.prismaflex.com/;Prismaflex International, S.A.;6,75;22,86;0,3;0,18;0,24;0
FR0004052561;PROAC.PA;Technology;Software - Application;https://www.proactis.com/uk/hubwoo-investors;Proactis SA;0,0535;0;0;0;0;0
FR0010313486;ALPRO.PA;Technology;Software - Application;https://www.prodware.fr/;Prodware;9,5;99,65;0,1;0,1;0,15;0,05
FR0012613610;PWG.PA;Technology;Computer Hardware;https://www.prodways-group.com/;Prodways Group SA;0,515;1,17;0,44;0,28;0,51;0
FR0010380626;ALPRG.PA;Technology;Software - Application;https://www.prologue.fr/;Prologue S.A.;0,1885;0,69;0,27;0,18;0,24;0
FR0013398617;PROBT.PA;;;https://twitter.com/YahooFinance;;0,0005;0;0;0;0,24;0
IT0005425365;PMT.MI;Industrials;Consulting Services;https://www.promotica.it/;Promotica S.p.A.;2,42;4,05;0,6;0,34;0,24;0
FR0000061376;MLPRI.PA;;;https://twitter.com/YahooFinance;;22,4;0;0;0;0;0
NO0010861990;PRS.OL;Energy;Oil & Gas Equipment & Services;https://www.prosafe.com/;Prosafe SE;7,89;26,04;0,3;0,25;0,01;1,64
DE000PSM7770;PSM.DE;Communication Services;Broadcasting;https://www.prosiebensat1.com/;ProSiebenSat.1 Media SE;5,565;30,27;0,18;0,21;0,22;1,32
NL0013654783;NL0013654783.SG;;;https://twitter.com/YahooFinance;;40,6;0;0;0;0;0
NO0010209331;PROT.OL;Financial Services;Insurance - Specialty;https://www.protectorforsikring.no/;Protector Forsikring ASA;282;299,22;0,94;1,19;0,21;0,01
NO0010893902;PROXI.OL;Consumer Defensive;Farm Products;https://proximarseafood.com/;Proximar Seafood AS;3,51;11,7;0,3;0,35;0,28;0
BE0003810273;PROX.BR;;;;;4,968;0;0;0;0;0
IT0005466963;RFG.MI;Consumer Cyclical;Leisure;https://racingforce.com/;Racing Force S.P.A.;3,83;2,33;1,64;1,36;0,62;0
IT0005379737;RAD.MI;Consumer Cyclical;Furnishings, Fixtures & Appliances;https://www.radici.it/;Radici Pietro Industries & Brands S.p.A.;1,05;7,91;0,13;0,12;0,46;0
IT0005054967;RWAY.MI;Industrials;Engineering & Construction;https://www.raiway.it/;Rai Way S.p.A.;5,3;1,61;3,29;3,71;0,38;0,92
AT0000606306;RBI.VI;Financial Services;Banks - Regional;https://www.rbinternational.com/de/home.html;Raiffeisen Bank International AG;20,26;624,13;0,03;0,04;0,1;0,2
PTRIZ0AM0009;MLRZE.LS;Financial Services;Credit Services;https://www.raize.pt/;Raize - Instituição de Pagamentos, S.A.;0,585;0;0;0;0;0
PTFRV0AE0004;RAM.LS;Basic Materials;Steel;https://www.ramadainvestimentos.pt/;Ramada Investimentos e Industria, S.A.;6,66;0;0;0;0;2,05
FR0000044471;GDS.PA;Healthcare;Medical Care Facilities;https://www.ramsaygds.fr/;Ramsay Générale de Santé SA;11,5;61,59;0,19;0,18;0,17;0,76
NO0010907389;NO0010907389.SG;;;https://twitter.com/YahooFinance;;6,27;0;0;0;0;0
NL0000379121;RAND.AS;Industrials;Staffing & Employment Services;https://www.randstad.com/;Randstad N.V.;42;43,67;0,96;0,57;0,38;0,09
GB00BM9PTW47;ALRPD.PA;Healthcare;Drug Manufacturers - Specialty & Generic;https://www.rnplc.com/;Rapid Nutrition PLC;0,0446;0,19;0,23;0,14;0,42;0
IT0004724107;RAT.MI;Consumer Cyclical;Textile Manufacturing;https://www.ratti.it/;Ratti S.p.A.;2,1;4,12;0,51;0,45;0,57;2,06
IT0004931496;RCS.MI;Communication Services;Publishing;https://www.rcsmediagroup.it/;RCS MediaGroup S.p.A.;0,89;1,11;0,8;0,59;0,44;7,69
NO0003117202;REACH.OL;Energy;Oil & Gas Equipment & Services;https://reachsubsea.no/;Reach Subsea ASA;7,5;11,86;0,63;0,61;0,31;0
BE0003841583;REAL.BR;Consumer Defensive;Household & Personal Products;https://www.realco.be/;Realco SA;15,5;0;0;0;0;0
FR0011858190;ALREA.PA;Real Estate;Real Estate - Development;https://www.realites.com/;Réalités S.A.;1,695;215,08;0,01;0;0,13;0
NO0010112675;RECSI.OL;Technology;Semiconductor Equipment & Materials;https://www.recsilicon.com/;REC Silicon ASA;6,27;1,06;5,92;5,5;0,15;0
IT0003828271;REC.MI;Healthcare;Drug Manufacturers - General;https://www.recordati.com/;Recordati Industria Chimica e Farmaceutica S.p.A.;50,65;14,96;3,39;2,92;0,45;0,05
BE0003656676;RECT.BR;Industrials;Building Products & Equipment;https://www.recticel.com/;Recticel SA/NV;10,86;9,39;1,16;1,08;0,66;0,22
ES0173093024;RED.MC;Utilities;Utilities - Regulated Electric;https://www.ree.es/;Redeia Corporación, S.A.;16,56;26,02;0,64;0,74;0,35;0,37
IT0005496101;RDF.MI;Industrials;Conglomerates;https://redelfi.com/;Redelfi S.p.A.;4,8;2,21;2,17;1,62;0,44;0
IT0005549354;RFLTC.MI;Financial Services;Asset Management;https://www.longterm.redfish.capital/;RedFish LongTerm Capital S.p.A.;1,21;1,91;0,63;0,57;0,49;0
NL0015001BF4;REFL.OL;Consumer Cyclical;Specialty Retail;https://refuels.com/;ReFuels N.V.;11;1,88;5,85;4,49;0,45;0
LU0383812293;RNT.F;Financial Services;Asset Management;https://www.reinet.com/;Reinet Investments S.C.A.;25,8;31,47;0,82;2580;1;0
IT0005433740;8EP.F;Technology;Software - Application;https://www.relatech.com/;Relatech S.p.A.;0;0;0;0;0,35;0
GB00B2B0DG97;REL.L;Industrials;Specialty Business Services;https://www.relx.com/;RELX PLC;3727;0;0;0;0,21;0
FR0000130395;RCO.PA;;;;;63,85;55,27;1,16;0,86;0,56;0,02
FR0000131906;RNO.PA;;;;;44,77;0;0;0;0;0,13
IT0005282865;REY.MI;Technology;Information Technology Services;https://www.reply.com/en/;Reply S.p.A.;156;0;0;0;0;0
ES0173516115;REP.MC;Energy;Oil & Gas Integrated;https://www.repsol.com/;Repsol, S.A.;0;0;0;0;0,42;0
IT0005543613;RES.MI;Industrials;Waste Management;https://www.recuperoeticosostenibile.it/;Recupero Etico Sostenibile S.p.A.;0;0;0;0;0,27;0
BE0003720340;RET.BR;Real Estate;REIT - Retail;https://www.retailestates.com/;Retail Estates N.V.;58,2;144,26;0,4;0,85;0,55;0,12
IT0005418204;RETI.MI;;;;;0;0;0;0;0,26;0
IT0005528069;RWY.MI;;;;;0;0;0;0;0,28;0
FR0010451203;RXL.PA;Technology;Electronics & Computer Distribution;https://www.rexel.com/;Rexel S.A.;0;0;0;0;0;0
DE0007030009;RHM.F;Industrials;Aerospace & Defense;https://www.rheinmetall.com/;Rheinmetall AG;618;240,63;2,57;1,61;0,27;0
ES0105724001;RMT.MI;Consumer Cyclical;Specialty Retail;https://ribamundotecnologia.es/;Riba Mundo Tecnología S.A.;11,1;0;0;0;0;0
FR0000075954;ALRIB.PA;Technology;Semiconductor Equipment & Materials;https://www.riber.com/;Riber S.A.;2,77;2,11;1,31;0,9;0,55;0
IT0001402269;RN.MI;Real Estate;Real Estate Services;https://www.risanamentospa.com/;Risanamento SpA;0,0322;0;0;0;0,18;0
FR0000039091;RBT.PA;Basic Materials;Chemicals;https://www.robertet.com/;Robertet SA;0;0;0;0;0;0
FR0000045619;CBR.PA;;;https://issgovernance.com/quickscore;Robertet SA;132;0;0;0;0;0
FR0000045601;CBE.PA;Basic Materials;Chemicals;https://www.robertet.com/;Robertet SA;0;0;0;0;0,56;0
FR0013344173;RBO.PA;;;;;37;42,07;0,88;0,69;0,27;0
FR0010523167;ALROC.PA;;;;;0,408;0;0;0;0,23;0
NO0010808405;ROMER.OL;Financial Services;Banks - Regional;https://www.rsbank.no/;Romerike Sparebank;0;0;0;0;0,13;0
NO0010759988;ROMSB.OL;Financial Services;Financial Conglomerates;https://romsdalsbanken.no/;Romsdal Sparebank;122,74;0;0;0;0;0
IT0001017851;YRM.MI;Industrials;Engineering & Construction;https://www.rosetti.it/;Rosetti Marino SpA;45,6;102,77;0,44;0,3;0,32;0
FR0000037640;ALRGR.PA;Basic Materials;Lumber & Wood Production;https://www.rougier.fr/;Rougier S.A.;14,9;0;0;0;0;0,23
BE0003741551;ROU.BR;Communication Services;Publishing;https://www.roularta.be/;Roularta Media Group NV;11,15;21,33;0,52;0,49;0,67;0,19
FR0013269123;RUI.PA;Energy;Oil & Gas Refining & Marketing;https://www.rubis.fr/;Rubis;23,24;43,21;0,54;0,43;0,42;0,28
DE0007037129;RWE.DE;Utilities;Utilities - Diversified;https://www.group.rwe/en;RWE Aktiengesellschaft;29,28;0;0;0;0;0,09
IE00BYTBXV33;RYA.IR;Industrials;Airlines;https://www.ryanair.com/;Ryanair Holdings plc;19,7;0;0;0;0,47;0
PTSCB0AM0001;SCB.LS;Communication Services;Entertainment;https://scbraga.pt/;Sporting Clube de Braga - Futebol, SAD;14,6;0;0;0;0;0
FR0000121709;SK.PA;;;;;92,45;111,08;0,83;0,49;0,39;0,02
IT0003621783;SSL.MI;Communication Services;Entertainment;https://www.sslazio.it/;S.S. Lazio S.p.A.;1,08;5,59;0,19;0,2;0;0
IT0001042610;SAB.MI;Consumer Cyclical;Furnishings, Fixtures & Appliances;https://www.sabafgroup.com/;Sabaf S.p.A.;14,5;23,7;0,61;0,48;0,45;0,27
IT0005521551;SAC.MI;Consumer Cyclical;Packaging & Containers;https://www.saccheriafranceschetti.com/;Saccheria F.lli Franceschetti S.p.A.;0;0;0;0;0,49;0
FR001400F1V2;ALSAF.PA;Healthcare;Medical Instruments & Supplies;https://www.safeorthopaedics.com/;Safe Orthopaedics SA;0,06;32,61;0;0;2,62;0
IT0004604762;SFL.MI;Healthcare;Medical Instruments & Supplies;https://www.safilogroup.com/;Safilo Group S.p.A.;0,936;1,77;0,53;0,37;0,44;0
FR0000073272;SAF.PA;Industrials;Aerospace & Defense;https://www.safran-group.com/;Safran SA;209,1;95,62;2,19;1,28;0,24;0,01
NO0010572589;SAGA.OL;Financial Services;Asset Management;https://www.sagapure.com/;Saga Pure ASA;0;0;0;0;1;0
FR0000125007;SGO.PA;Industrials;Building Products & Equipment;https://www.saint-gobain.com/;Compagnie de Saint-Gobain S.A.;88,78;79,94;1,11;0,78;0,43;0,03
FR0000060121;SABE.PA;Consumer Defensive;Packaged Foods;https://www.sabeton.fr/;Saint Jean Groupe Société anonyme;20;58,46;0,34;0,34;0,44;0,06
IT0005495657;SPM.MI;Energy;Oil & Gas Equipment & Services;https://www.saipem.com/;Saipem SpA;2,574;0;0;0;0,19;0,99
IT0005388266;7S9.F;Industrials;Engineering & Construction;https://www.salcef.com/;Salcef Group S.p.A.;0;18,27;0;0;0,37;0
NO0010310956;SALM.OL;Consumer Defensive;Farm Products;https://www.salmar.no/;SalMar ASA;595;238,54;2,49;2,59;0,43;0,01
NO0010892094;SALME.OL;Consumer Defensive;Farm Products;https://www.salmonevolution.no/;Salmon Evolution ASA;6,8;6,57;1,04;1,82;0,72;0
IT0004712375;SFER.MI;Consumer Cyclical;Luxury Goods;https://group.ferragamo.com/;Salvatore Ferragamo S.p.A.;6,78;10,68;0,63;0,6;0,43;0,29
FR0000060071;SAMS.PA;Industrials;Industrial Distribution;https://www.samse.fr/;Samse SA;134;473,65;0,28;0,23;0,37;0,05
NO0006001007;ROGS.OL;Financial Services;Banks - Regional;https://www.rogalandsparebank.no/;Rogaland Sparebank;121,62;1707,24;0,07;0,08;0,11;0
IT0003549422;IT0003549422.SG;;;https://twitter.com/YahooFinance;;31,55;0;0;0;0;0
FR0000120578;SAN.PA;Healthcare;Drug Manufacturers - General;https://www.sanofi.com/;Sanofi;89,17;0;0;0;0,56;0,04
DE0007164600;SAP.DE;Technology;Software - Application;https://www.sap.com/;SAP SE;241,05;0;0;0;0,59;0,01
FR0010776617;ALMER.PA;Consumer Defensive;Packaged Foods;https://www.sapmer.com/;Sapmer SA;7,5;26,79;0,28;0,23;0,16;0,22
DE0007165607;SRT.F;Healthcare;Medical Instruments & Supplies;https://www.sartorius.com/;Sartorius Aktiengesellschaft;185,8;288,86;0,64;0,7;0,27;0
DE0007165631;SRT3.F;Healthcare;Medical Instruments & Supplies;https://www.sartorius.com/;Sartorius Aktiengesellschaft;227,8;284,04;0,8;0,87;0,27;0
FR0013154002;DIM.PA;Healthcare;Medical Instruments & Supplies;https://www.sartorius.com/;Sartorius Stedim Biotech S.A.;194,1;48,61;3,99;3,3;0,49;0
NO0010863285;SATS.OL;Consumer Cyclical;Leisure;https://satsgroup.com/;Sats ASA;26,05;45,08;0,58;0,62;0,14;0
FR0000120107;SAVE.PA;Consumer Defensive;Packaged Foods;https://savencia-fromagedairy.com/;Savencia SA;53,2;309,36;0,17;0,12;0,34;0,03
FR0013155975;MLSDN.PA;Consumer Defensive;Household & Personal Products;https://www.lasavonneriedenyons.com/;La Savonnerie De Nyons;31;0;0;0;0;0
IT0005568461;VARV.MI;;;https://twitter.com/YahooFinance;;8,5;0;0;0;0,81;0
NL0000360618;SBMO.AS;Energy;Oil & Gas Equipment & Services;https://www.sbmoffshore.com/;SBM Offshore N.V.;16,75;87;0,19;0,25;0,32;0,35
NO0003053308;SCANA.OL;Industrials;Industrial Distribution;https://scana.no/;Scana ASA;2,985;2,59;1,15;0,92;0,43;1,21
NO0010715139;SCATC.OL;Utilities;Utilities - Renewable;https://scatec.com/;Scatec ASA;79,25;270,27;0,29;0,31;0,23;0,02
FR0006239109;CBSM.PA;Real Estate;REIT - Diversified;https://www.scbsm.fr/;Société Centrale des Bois et des Scieries de la Manche S.A.;8,8;34,39;0,26;0,44;0,53;0
FR0010972091;MLCMI.PA;Industrials;Specialty Business Services;https://scemi.fr/;Societe de Conseil en Externalisation et en Marketing Internet - SCEMI Société Anonyme;4;0;0;0;0;0
BE0012378593;SCHD.BR;Basic Materials;Building Materials;https://www.svk.be/nl-BE/;Scheerders van Kerchove's Verenigde fabrieken nv;346;0;0;0;0,41;0
NO0003028904;SCHA.OL;Communication Services;Publishing;https://www.schibsted.com/;Schibsted ASA;374,6;316,05;1,19;2,34;0,81;0
NO0010736879;SCHB.OL;Communication Services;Publishing;https://www.schibsted.com/;Schibsted ASA;353;238,39;1,48;2,92;0,81;0
AN8068571086;SLB;Energy;Oil & Gas Equipment & Services;https://www.slb.com/;Schlumberger Limited;40,22;0;0;0;0,46;0,07
FR0000121972;SU.PA;Industrials;Specialty Industrial Machinery;https://www.se.com/;Schneider Electric S.E.;244,7;64,97;3,77;2,61;0,47;0,01
IT0005340051;SCK.MI;Industrials;Building Products & Equipment;https://www.sciuker.it/;Sciuker Frames S.p.A.;2,065;12,76;0,16;0,09;0,21;0
FR0010411983;SCR.PA;Financial Services;Insurance - Reinsurance;https://www.scor.com/;SCOR SE;23,64;193,68;0,12;0,14;0,13;0,2
IE00BKVD2N49;STX;Technology;Computer Hardware;https://www.seagate.com/;Seagate Technology Holdings plc;95,75;43,45;2,2;1,97;0,16;0,04
FR0000039109;SCHP.PA;Industrials;Waste Management;https://www.groupe-seche.com/;Séché Environnement SA;75,6;166,28;0,45;0,36;0,24;0,02
IT0005438046;IOT.MI;Technology;Semiconductors;https://www.seco.com/en;Seco S.p.A.;1,8;1,89;0,95;0,54;0,54;0
GB00B5ZN1N88;SGRO.L;Real Estate;REIT - Industrial;https://www.segro.com/;SEGRO Plc;714;0;0;0;0,63;0
IT0005353484;SEIF.MI;Communication Services;Publishing;https://www.seif-spa.it/;Società Editoriale Il Fatto S.p.A.;0,306;1,16;0,26;0,3;0,12;0
FR0004175842;SELER.PA;Real Estate;REIT - Retail;https://www.selectirente.com/;Selectirente;85;146,13;0,58;1,3;0,61;0,05
NO0010612450;SBO.OL;Real Estate;Real Estate Services;https://www.selvaagboligasa.no/;Selvaag Bolig ASA;34,85;46,64;0,75;0,56;0,49;0,28
PTSEM0AM0004;SEM.LS;Basic Materials;Paper & Paper Products;https://www.semapa.pt/;Semapa - Sociedade de Investimento e Gestão, SGPS, S.A.;13,72;49,24;0,28;0,22;0,31;0,46
FR0012596468;ALSEN.PA;Healthcare;Biotechnology;https://www.sensorion.com/;Sensorion SA;0,67;0,15;4,47;3,53;0,74;0
NL0010623518;MLSEQ.PA;Energy;Oil & Gas E&P;https://www.sequa-petroleum.com/;Sequa Petroleum N.V.;0,01;0;0;0;0;0
BE0974340722;SEQUA.BR;Healthcare;Medical Devices;https://www.sequanamedical.com/;Sequana Medical NV;0,768;0,57;1,35;0,78;0,14;0
FR0011950682;SEFER.PA;Industrials;Building Products & Equipment;https://www.sergeferrari.com/;SergeFerrari Group SA;5,42;27,43;0,2;0,14;0,35;0,19
IT0005283640;SERI.MI;Utilities;Utilities - Renewable;https://www.seri-industrial.it/;Seri Industrial S.p.A.;2,805;6,65;0,42;0,28;0,29;0
IT0003814537;SRI.MI;Industrials;Specialty Business Services;https://www.servizitaliagroup.com/;Servizi Italia S.p.A.;2,36;11,64;0,2;0,18;0,34;1,98
LU0088087324;SGBAF;Communication Services;Broadcasting;https://www.ses.com/;SES S.A.;3,4;23,86;0,14;0,14;0,39;2,33
IT0004729759;SES.MI;Technology;Information Technology Services;https://www.sesa.it/;SeSa S.p.A.;80,85;110,65;0,73;0,41;0,21;0,03
IT0005337172;SGC.MI;Industrials;Specialty Business Services;https://www.sg-company.it/;SG Company S.p.A.;0,258;1,11;0,23;0,16;0,13;0
IT0005379620;SHE.MI;Healthcare;Drug Manufacturers - Specialty & Generic;https://www.shedirpharma.com/;Shedir Pharma Group S.p.A.;4,86;4,45;1,09;0,89;0,66;0
GB00BP6MXD84;SHEL.L;Energy;Oil & Gas Integrated;https://www.shell.com/;Shell plc;2498,5;0;0;0;0,48;0
NL0012044747;RDC.F;Healthcare;Pharmaceutical Retailers;https://www.redcare-pharmacy.com/;Redcare Pharmacy NV;151,1;30,21;5;2,94;0,5;0
FR0013006558;SRP.PA;Consumer Cyclical;Internet Retail;https://www.showroomprivegroup.com/;SRP Groupe S.A.;0,9;2,18;0,41;0,23;0,56;0
GG00BQZCBZ44;SHUR.BR;Real Estate;REIT - Specialty;https://www.shurgard.com/;Shurgard Self Storage Ltd;36,4;54,28;0,67;1,76;0,68;0,07
IT0005504128;SIAV.MI;Technology;Software - Application;https://www.siav.com/;Siav S.p.A.;2,18;6,17;0,35;0,31;0,18;0
IT0005556581;SBC.MI;Industrials;Rental & Leasing Services;https://group.sbc.it/;Sicily by Car S.p.A.;4;8;0,5;0,49;0,54;0
FR0010202606;ALBFR.PA;Technology;Software - Application;https://www.sidetrade.com/;Sidetrade SA;223;28,22;7,9;4,4;0,51;0,01
DE0007236101;SIE.DE;Industrials;Specialty Industrial Machinery;https://www.siemens.com/;Siemens Aktiengesellschaft;191,38;136,4;1,4;0,95;0,35;0,02
DE000ENER6Y0;ENR.DE;Industrials;Specialty Industrial Machinery;https://www.siemens-energy.com/;Siemens Energy AG;48,88;56,94;0,86;0,54;0,18;0
DE000SHL1006;SHL.F;Healthcare;Medical Devices;https://www.siemens-healthineers.com/;Siemens Healthineers AG;53,24;0;0;0;0,4;0,03
NL0011660485;SIFG.AS;;;;;11,66;0;0;0;0;0
FR0014005I80;ALSMA.PA;Healthcare;Health Information Services;https://smaio.com/;S.M.A.I.O S.A.;2,48;2,47;1;0,79;1,29;0
NO0011008971;SMCRT.OL;Technology;Software - Application;https://www.smartcraftready.com/;SmartCraft ASA;29,6;2,72;10,88;9,37;0,73;0
NO0011012502;SMOP.OL;Technology;Communication Equipment;https://smartoptics.com/;Smartoptics Group AS;18,6;0,47;39,57;31;0,59;0
BE0974323553;SMAR.BR;Consumer Cyclical;Specialty Retail;https://www.smartphotogroup.com/;Smartphoto Group NV;25,4;17,15;1,48;1,34;0,61;0,11
FR0013214145;SMCP.PA;Consumer Cyclical;Apparel Retail;https://www.smcp.com/;SMCP S.A.;3,525;18,02;0,2;0,17;0,51;0
FR0004016699;FR0004016699.SG;;;https://twitter.com/YahooFinance;;27;0;0;0;0;0
IT0003153415;SRG.MI;Utilities;Utilities - Regulated Gas;https://www.snam.it/;Snam S.p.A.;4,314;0;0;0;0;1,29
FR0010209809;SFCA.PA;Consumer Cyclical;Resorts & Casinos;https://www.casinos-sfc.com/;Société Française de Casinos Société Anonyme;1,87;2,41;0,78;0,6;0,73;0
FR0000130809;GLE.PA;Financial Services;Banks - Regional;https://www.societegenerale.com/;Société Générale Société anonyme;27,175;1976,84;0,01;0,01;0,04;0,24
FR0000121220;SW.PA;Industrials;Specialty Business Services;https://www.sodexo.com/;Sodexo S.A.;80,25;92,44;0,87;0,66;0,25;0,04
FR0000078321;SEC.PA;Industrials;Engineering & Construction;https://www.soditech.eu/;Soditech SA;1,25;2,07;0,6;0,51;0,46;0
BE0003717312;SOF.BR;Financial Services;Asset Management;https://www.sofinagroup.com/;Sofina Société Anonyme;212;296,83;0,71;9,25;0,93;0,01
BE0003773877;SOFT.BR;Real Estate;Real Estate Services;https://www.softimat.com/;Softimat S.A.;0,93;2,3;0,4;1,29;0,86;20,09
IT0001469953;SFT.MI;Communication Services;Telecom Services;https://soft.it/softlab-spa;Softlab S.p.A.;0,785;1,17;0,67;0,4;0,39;0
NO0010811961;SOFTX.OL;Healthcare;Biotechnology;https://soft-ox.com/;SoftOx Solutions AS;0,0136;0;0;0;0,83;0
FR0000065864;ALSOG.PA;Industrials;Aerospace & Defense;https://www.sogeclair.com/;Sogeclair SA;18,2;44,06;0,41;0,25;0,31;0,26
IT0000076536;SGF.MI;Consumer Cyclical;Auto Parts;https://www.sogefigroup.com/;Sogefi S.p.A.;2,05;5,56;0,37;0,32;0,39;3,03
NO0006000603;SOGN.OL;Financial Services;Banks - Regional;https://sognbank.no/;Sogn Sparebank;242,45;0;0;0;0,14;0,02
FR0013227113;SOI.PA;Technology;Semiconductor Equipment & Materials;https://www.soitec.com/;Soitec SA;86,45;71,1;1,22;1,16;0,75;0
IT0001206769;SOL.MI;Basic Materials;Specialty Chemicals;https://www.solgroup.com/;SOL S.p.A.;36,35;19,33;1,88;1,68;0,47;0,04
IT0005200248;SCM.MI;Financial Services;Capital Markets;https://www.scmsim.it/;Solutions Capital Management SIM S.p.A.;3,28;2,56;1,28;1,01;0,52;0
IT0005497893;S3D.MI;Technology;Computer Hardware;https://www.solidworld.it/;Solid World Group S.p.A.;2,295;4,46;0,51;0,33;0,18;0
FR00140006O9;LOCAL.PA;Communication Services;Advertising Agencies;https://www.solocal.com/;Solocal Group S.A.;2,54;13,44;0,19;0,51;1,07;5,14
NO0003080608;SOFF.OL;Industrials;Marine Shipping;https://www.solstad.com/;Solstad Offshore ASA;38,74;79,88;0,48;0,49;0,2;0,17
FR0013379484;S30.PA;Technology;Information Technology Services;https://www.solutions30.com/;Solutions 30 SE;0,8605;6,27;0,14;0,09;0,18;0
BE0003545531;SOLV.BR;Basic Materials;Chemicals;https://www.solvac.be/;Solvac S.A.;102,5;128,86;0,8;7,93;0,92;0,05
BE0003470755;SOLB.BR;Basic Materials;Chemicals;https://www.solvay.com/;Solvay SA;31,5;52,75;0,6;0,43;0,19;0,18
IT0005329815;SOM.MI;Industrials;Engineering & Construction;https://www.somecgruppo.com/;Somec S.p.A.;12,45;50,37;0,25;0,16;0,06;0
PTSON0AM0001;SON.LS;Consumer Cyclical;Department Stores;https://www.sonae.pt/;Sonae, SGPS, S.A.;0,908;0;0;0;0,28;6,46
PTSNC0AM0006;SNC.LS;Communication Services;Publishing;https://www.sonaecom.pt/;Sonaecom, SGPS, S.A.;2,24;4,61;0,49;2,57;0,95;2,29
FR0000050809;SOP.PA;Technology;Information Technology Services;https://www.soprasteria.com/;Sopra Steria Group SA;168,5;242,86;0,69;0,48;0,32;0,01
IT0005338675;SOS.MI;Consumer Cyclical;Travel Services;https://www.sostravel.com/;SosTravel.com S.p.A.;1,01;0,53;1,91;1,38;0,65;0
BE0003798155;SPA.BR;Consumer Defensive;Beverages - Non-Alcoholic;https://www.spadel.com/;Spadel SA;189;75,08;2,52;2,32;0,72;0,01
NO0010887110;SB68.OL;Financial Services;Banks - Regional;https://68nord.no/;Sparebank 68° Nord;165;4070,03;0,04;0,05;0,13;0
NO0006390301;MING.OL;Financial Services;Banks - Regional;https://www.sparebank1.no/nb/smn;SpareBank 1 SMN;169,54;1697,02;0,1;0,11;0,12;0,03
NO0010631567;SB1NO.OL;Financial Services;Banks - Regional;https://www.sparebank1.no/nb/sr-bank;SpareBank 1 Sør-Norge ASA;149;1011,44;0,15;0,16;0,1;0,03
NO0012483207;MORG.OL;Financial Services;Banks - Regional;https://www.sbm.no/;Sparebanken Møre;91,93;2156,46;0,04;0,05;0,08;0,05
NO0006001502;SOR.OL;Financial Services;Banks - Regional;https://www.sor.no/;Sparebanken Sør;190,7;4082,25;0,05;0,05;0,1;0,04
NO0006000900;SVEG.OL;Financial Services;Banks - Regional;https://www.spv.no/;Sparebanken Vest;137;2987,77;0,05;0,05;0,08;0,03
NO0006222009;SPOG.OL;Financial Services;Banks - Regional;https://www.oest.no/;Sparebanken Øst;66,9;2221,73;0,03;0,03;0,11;0,12
