ISIN;Ticker;Secteur;Activité;Website;Nom;Cours;VANTPA;Cours/VANTPA;Cours/VANNPA;Cours/VANEPA;Solvabilité;Rendement dividende %;FCFPA actualisés
ISIN;Ticker;Secteur;Activité;Website;Nom;Cours;VANTPA;Cours/VANTPA;Cours/VANNPA;Cours/VANEPA;Solvabilité;Rendement dividende %;FCFPA actualisés
LU1048328220;EDR.MC;Consumer Cyclical;Travel Services;https://www.edreamsodigeo.com/;eDreams ODIGEO S.A.;3.6;-6.33;-0.57;-0.55;-0.55;0.23;0.0;7.25
LU1598757687;MT.AS;Basic Materials;Steel;https://corporate.arcelormittal.com/;ArcelorMittal S.A.;42.09;58.25;0.72;-3.0;-3.0;0.59;0.07;40.82
NL0000235190;AIR.PA;Industrials;Aerospace & Defense;https://www.airbus.com/;Airbus SE;217.4;3.08;70.58;-4.26;-4.26;0.18;0.01;25.45
BE0003818359;GLPG.AS;Healthcare;Biotechnology;https://www.glpg.com/;Galapagos NV;28.98;40.4;0.72;0.91;0.88;2.85;0.0;-60.27
BMG0112X1056;AGN.AS;Financial Services;Insurance - Diversified;https://www.aegon.com/;Aegon Ltd.;6.64;5.41;1.23;1.15;1.15;0.03;0.66;2.19
BMG455841020;HAL.AS;Financial Services;Asset Management;https://www.halholding.com/;HAL Trust;153.2;124.11;1.23;-2.99;-5.59;0.64;0.01;79.5
CH1216478797;DSFIR.AS;Basic Materials;Specialty Chemicals;https://www.dsm-firmenich.com/;DSM-Firmenich AG;66.6;16.71;3.99;-7.25;53.71;0.73;0.0;58.29
CWN814651014;MORE.AS;Industrials;Staffing & Employment Services;https://www.morefieldgroup.nl/;Morefield Group N.V.;0.77;0.24;3.21;-1.57;-2.26;0.25;0.0;-0.25
CY0200751713;THEON.AS;Industrials;Aerospace & Defense;https://www.theon.com/;THEON INTERNATIONAL PLC;32.6;2.99;10.9;13.81;13.81;0.8;0.0;1.96
GB00B2B0DG97;REL.L;Industrials;Specialty Business Services;https://www.relx.com/;RELX PLC;0;-4.72;-0.0;-0.0;-0.0;0.15;0;9.19
GB00B94QM994;ECT.AS;Financial Services;Asset Management;https://www.eurocastleinv.com/;Eurocastle Investment Limited;12.4;22.05;0.56;0.56;0.56;0.98;0.87;-8.68
GB00BDCPN049;CCEP.AS;Consumer Defensive;Beverages - Non-Alcoholic;https://www.cocacolaep.com/;Coca-Cola Europacific Partners PLC;76.6;-19.41;-3.95;-2.21;-2.75;0.29;0.04;15.1
GB00BMXH3352;MTRK.AS;Technology;Software - Application;https://www.motork.io/;MotorK plc;3.99;-0.4;-9.97;-7.12;-7.12;0.42;0.0;-3.25
GB00BNTJ3546;ALLFG.AS;Financial Services;Asset Management;https://allfunds.com/en;Allfunds Group plc;8.0;0.08;100.0;-266.67;-266.67;0.88;0.0;6.71
GB00BP6MXD84;SHEL.L;Energy;Oil & Gas Integrated;https://www.shell.com/;Shell plc;0;25.11;0.0;-0.0;-0.0;0.51;0;59.16
GB00BQQFX454;AXS.L;Basic Materials;Lumber & Wood Production;https://www.accsysplc.com/;Accsys Technologies PLC;60.4;0.38;158.95;-755.0;-6040.0;0.6;0.0;-0.76
GB00BVZK7T90;ULVR.L;Consumer Defensive;Household & Personal Products;https://www.unilever.com/;Unilever PLC;0;-8.45;-0.0;-0.0;-0.0;0.28;0;28.69
GG00B1GHHH78;VTA.AS;;;https://twitter.com/YahooFinance;;6.74;7.13;0.95;0.95;0.95;0.92;0.0;6.79
GG00B1RMC548;TFG.AS;;;https://twitter.com/YahooFinance;;16.85;36.35;0.46;0.46;0.46;0.89;0.0;-1.49
IE00B4L5YC18;IEMA.L;;;https://twitter.com/YahooFinance;;55.12;0;0;0;0;0;0.0;0
JE00BRX98089;CVC.AS;Financial Services;Asset Management;https://www.cvc.com/;CVC Capital Partners plc;15.15;-0.45;-33.67;-5.8;-5.8;0.3;0.0;3.29
LU0383812293;RNT.F;Financial Services;Asset Management;https://www.reinet.com/;Reinet Investments S.C.A.;29.8;38.04;0.78;0.78;0.78;1.0;0.0;80.5
LU0569974404;APAM.AS;Basic Materials;Steel;https://www.aperam.com/;Aperam S.A.;35.56;40.49;0.88;0.88;0.88;0.58;0.17;22.52
LU1598757687;MT.AS;Basic Materials;Steel;https://corporate.arcelormittal.com/;ArcelorMittal S.A.;42.09;65.05;0.65;-2.75;-2.75;0.59;0.07;41.25
LU1789205884;BSGR.AS;;;https://www.bs-group-sa.com/;B&S Group S.A.;5.85;1.84;3.18;-83.57;5.32;0.27;0.0;2.2
LU2290522684;LU2290522684.SG;;;https://twitter.com/YahooFinance;;13.65;0;0;0;0;0;0.0;0
NL0000008977;HEIO.AS;Consumer Defensive;Beverages - Brewers;https://www.heinekenholding.com/;Heineken Holding N.V.;61.6;-41.39;-1.49;-0.55;-0.55;0.17;0.03;70.63
NL0000009082;KPN.AS;Communication Services;Telecom Services;https://www.kpn.com/;Koninklijke KPN N.V.;3.803;0.06;63.38;-1.86;-1.86;0.28;1.19;2.26
NL0000009165;HEIA.AS;Consumer Defensive;Beverages - Brewers;https://www.theheinekencompany.com/;Heineken N.V.;68.12;-4.43;-15.38;-1.68;-1.68;0.36;0.03;35.21
NL0000009538;PHIA.AS;Healthcare;Medical Devices;https://www.philips.com/;Koninklijke Philips N.V.;25.64;-1.47;-17.44;-3.41;-3.93;0.45;0.1;-1.22
NL0000018034;AJAX.AS;Communication Services;Entertainment;https://www.ajax.nl/;AFC Ajax NV;8.88;3.98;2.23;-0.96;-2.72;0.43;0.0;5.19
NL0000285278;BEVER.AS;Real Estate;Real Estate - Development;https://www.beverholding.nl/;Bever Holding NV;2.5;4.42;0.57;2.36;2.36;1.2;0.0;6.58
NL0000289213;WHA.AS;Real Estate;REIT - Retail;https://www.wereldhave.com/;Wereldhave N.V.;20.7;23.42;0.88;-0.72;-0.72;0.44;0.56;18.22
NL0000302636;VLK.AS;Financial Services;Banks - Regional;https://www.vanlanschotkempen.com/;Van Lanschot Kempen NV;52.4;25.21;2.08;1.61;1.54;0.08;0.1;7.06
NL0000313286;ACOMO.AS;Consumer Defensive;Food Distribution;https://www.acomo.nl/;Acomo N.V.;25.25;7.64;3.3;4.92;3.86;0.51;0.19;9.38
NL0000334118;ASM.AS;Technology;Semiconductor Equipment & Materials;https://www.asm.com/;ASM International NV;689.6;53.16;12.97;33.84;28.52;0.88;0.0;75.89
NL0000336303;PBH.AS;Industrials;Specialty Business Services;https://www.pb-holding.nl/;PB Holding N.V.;3.54;3.1;1.14;0;0;1.0;1.41;43.66
NL0000337319;BAMNB.AS;Industrials;Engineering & Construction;https://www.bam.com/;Koninklijke BAM Groep nv;9.41;1.98;4.75;-5.67;-5.67;0.26;0.28;1.42
NL0000345577;CTAC.AS;Technology;Information Technology Services;https://www.ctac.nl/;Ctac N.V.;3.02;0.3;10.07;-6.57;-6.57;0.44;0.99;3.13
NL0000345627;EAS2P.AS;Technology;Software - Infrastructure;https://www.ease2pay.com/;Ease2pay N.V.;0.43;0.12;3.58;3.91;3.91;1.19;1004.09;-0.31
NL0000360618;SBMO.AS;Energy;Oil & Gas Equipment & Services;https://www.sbmoffshore.com/;SBM Offshore N.V.;28.76;19.72;1.46;-1.34;-1.39;0.22;0.2;18.1
NL0000371243;NEDAP.AS;Technology;Information Technology Services;https://nedap.com/;Nedap N.V.;90.9;10.62;8.56;23.67;23.67;0.63;0.06;22.16
NL0000378669;PORF.AS;Consumer Defensive;Household & Personal Products;https://www.royaldelft.com/;"B.V. Delftsch Aardewerkfabriek ""De Porceleyne Fles Anno 1653""";12.2;17.21;0.71;-0.96;-0.96;0.47;0.0;-7.44
NL0000379121;RAND.AS;Industrials;Staffing & Employment Services;https://www.randstad.com/;Randstad N.V.;29.9;2.23;13.41;-4.64;-4.64;0.36;0.13;32.16
NL0000395903;WKL.AS;Industrials;Specialty Business Services;https://wolterskluwer.com/;Wolters Kluwer N.V.;87.64;-20.91;-4.19;-3.88;-4.3;0.18;0.02;37.35
NL0000440311;HOLCO.AS;Basic Materials;Specialty Chemicals;https://www.hollandcolours.com/;Holland Colours N.V.;87.0;68.0;1.28;2.34;2.34;0.93;0.05;48.51
NL0000817179;SLIGR.AS;Consumer Defensive;Food Distribution;https://www.sligrofoodgroup.nl/;Sligro Food Group N.V.;10.26;4.85;2.12;-1.07;1.58;0.32;0.47;1.65
NL0000852523;TWEKA.AS;Technology;Communication Equipment;https://www.tkhgroup.com/;TKH Group N.V.;37.18;5.23;7.11;-3.64;-3.64;0.38;0.1;10.01
NL0000852531;KENDR.AS;Industrials;Specialty Industrial Machinery;https://www.kendrion.com/;Kendrion N.V.;14.7;2.95;4.98;-3.01;105.0;0.44;0.23;3.62
NL0000852564;AALB.AS;Industrials;Specialty Industrial Machinery;https://www.aalberts.com/;Aalberts N.V.;30.0;10.1;2.97;-11.11;7.35;0.61;0.09;12.55
NL0000888691;AMG.AS;Basic Materials;Other Industrial Metals & Mining;https://www.amg-nv.com/;AMG Critical Materials N.V.;37.46;16.21;2.31;-1.87;-1.87;0.29;0.05;-0.7
NL0006237562;ARCAD.AS;Industrials;Engineering & Construction;https://www.arcadis.com/;Arcadis NV;37.86;-3.05;-12.41;-4.5;-6.34;0.35;0.09;10.37
NL0009169515;EARTH.AS;Basic Materials;Lumber & Wood Production;https://www.green.earth/;GREEN EARTH GROUP N.V.;1.025;-0.62;-1.65;-0.84;-0.84;-0.86;4.72;-3.91
NL0009269109;HEIJM.AS;Industrials;Engineering & Construction;https://www.heijmans.nl/;Koninklijke Heijmans N.V.;70.95;0;0;0;0;0.34;0.21;0
NL0009312842;NEDSE.AS;Technology;Software - Application;https://www.nedsense.nl/;MKB Nedsense N.V.;0.193;0.09;2.14;4.83;4.83;1.21;0.0;-0.01
NL0009391242;HYDRA.AS;Industrials;Farm & Heavy Construction Machinery;https://www.hydratec.nl/;Hydratec Industries NV;174.0;0;0;0;0;0.53;0.02;0
NL0009432491;VPK.AS;Energy;Oil & Gas Midstream;https://www.vopak.com/;Koninklijke Vopak N.V.;39.76;25.57;1.55;-1.47;-2.03;0.46;0.1;34.37
NL0009739416;PNL.AS;Industrials;Integrated Freight & Logistics;https://www.postnl.nl/;PostNL N.V.;1.12;-0.48;-2.33;-0.57;-0.57;0.08;5.73;3.73
NL0009822014;NSE.AS;Utilities;Utilities - Renewable;https://www.newsources.energy/;New Sources Energy N.V.;0.04;0;0;0;0;-1.4;0.0;0
NL0009875483;PREVA.AS;Financial Services;Asset Management;https://www.value8.com/;Value8 N.V.;4.8;10.66;0.45;1.64;1.64;1.38;1.35;0.67
NL0010273215;ASML.AS;Technology;Semiconductor Equipment & Materials;https://www.asml.com/;ASML Holding N.V.;0;33.73;0.0;0.0;0.0;0.52;0;172.44
NL0010389508;ERC.AS;Real Estate;Real Estate Services;https://www.ercapital.nl/;ER Capital N.V.;0.935;1.72;0.54;0.54;0.54;1.19;0.0;55.04
NL0010391025;PHARM.AS;Healthcare;Biotechnology;https://www.pharming.com/;Pharming Group N.V.;1.598;0.19;8.41;15.98;15.98;0.86;0.0;-0.01
NL0010545679;LVIDE.AS;Financial Services;Shell Companies;https://www.lavideholding.com/;Lavide Holding N.V.;0.487;-0.02;-24.35;-24.35;-24.35;-176.87;0.0;-0.55
NL0010556726;HWK.AS;Financial Services;Asset Management;https://www.hawick.nl/;HAWICK DATA NV;2.18;2.77;0.79;0.79;0.79;76.81;0.0;11.5
NL0010558797;OCI.AS;Basic Materials;Specialty Chemicals;https://oci-global.com/;OCI N.V.;3.036;0;0;0;0;1.05;0.0;0
NL0010583399;CRBN.AS;Basic Materials;Specialty Chemicals;https://www.corbion.com/;Corbion N.V.;19.42;11.59;1.68;-4.33;-28.14;0.52;0.12;4.41
NL0010661864;VALUE.AS;Financial Services;Asset Management;https://www.value8.com/;Value8 N.V.;6.55;11.28;0.58;-50.38;-50.38;0.99;0.62;0.67
NL0010696704;AMUND.AS;Technology;Information Technology Services;https://www.novisource.nl/;Almunda Professionals N.V.;1.12;-0.5;-2.24;-1.72;-1.9;0.39;0.0;1.2
NL0010773842;NN.AS;Financial Services;Insurance - Diversified;https://www.nn-group.com/;NN Group N.V.;66.52;76.05;0.87;0.82;0.82;0.1;0.1;11.05
NL0010776944;BRNL.AS;Industrials;Staffing & Employment Services;https://brunelinternational.net/;Brunel International N.V.;7.6;4.83;1.57;2.18;1.96;0.6;0.42;4.83
NL0010801007;IMCD.AS;Basic Materials;Specialty Chemicals;https://www.imcdgroup.com/;IMCD N.V.;76.88;-10.17;-7.56;-5.76;-5.76;0.45;0.02;-5.54
NL0011279492;FLOW.AS;Financial Services;Capital Markets;https://www.flowtraders.com/;Flow Traders Ltd.;26.82;17.75;1.51;1.51;1.51;0.06;0.28;16.95
NL0011540547;ABN.AS;Financial Services;Banks - Diversified;https://www.abnamro.nl/;ABN AMRO Bank N.V.;31.08;31.03;1.0;0.99;0.96;0.07;0.0;-47.67
NL0011660485;SIFG.AS;Industrials;Metal Fabrication;https://sif-group.com/;Sif Holding N.V.;7.11;7.78;0.91;-0.65;-2.03;0.38;0.0;-6.45
NL0011683594;TDIV.AS;;;https://twitter.com/YahooFinance;;49.25;0;0;0;0;0;0.0;0
NL0011794037;AD.AS;Consumer Defensive;Grocery Stores;https://www.aholddelhaize.com/;Koninklijke Ahold Delhaize N.V.;33.85;2.23;15.18;15.18;15.18;0.3;0.1;38.4
NL0011821202;INGA.AS;Financial Services;Banks - Diversified;https://www.ing.com/;ING Groep N.V.;25.05;15.82;1.58;1.54;1.54;0.05;0.22;-60.25
NL0011821392;LIGHT.AS;Industrials;Electrical Equipment & Parts;https://www.signify.com/;Signify N.V.;21.02;-2.78;-7.56;-1.92;-1.92;0.46;0.0;30.91
NL0011832811;FFARM.AS;Consumer Defensive;Packaged Foods;https://www.forfarmersgroup.eu/;ForFarmers N.V.;5.09;2.36;2.16;-2.77;13.76;0.37;1.19;3.01
NL0011872643;ASRNL.AS;Financial Services;Insurance - Diversified;https://www.asrnl.com/;ASR Nederland N.V.;61.56;44.01;1.4;1.31;1.31;0.07;0.09;-0.26
NL0011872650;BFIT.AS;Consumer Cyclical;Leisure;https://www.basic-fit.com/en-nl/home;Basic-Fit N.V.;31.26;2.28;13.71;-0.7;-6.29;0.12;0.0;18.54
